Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,8,North Country Region, 39-6011, Baggage Porters and Bellhops,30,29910,29890,27460,31140
10,8,North Country Region, 39-6012, Concierges,30,28530,25140,23270,31160
10,8,North Country Region, 39-7010,Tour and Travel Guides,30,23780,23088,23088,24500
10,8,North Country Region, 39-9011, Childcare Workers,640,25720,24270,23230,26970
10,8,North Country Region, 39-9021, Personal Care Aides,4020,30740,28450,23790,34210
10,8,North Country Region, 39-9031, Fitness Trainers and Aerobics Instructors,170,31890,25000,23300,36180
10,8,North Country Region, 39-9032, Recreation Workers,530,29450,25100,23870,32230
10,8,North Country Region, 39-9041, Residential Advisors,280,31640,30280,24340,35300
10,8,North Country Region, 39-9099," Personal Care and Service Workers, All Other",n/a,31710,31900,26320,34400
10,8,North Country Region, 41-0000,Sales and Related Occupations,14550,33770,25990,23670,38820
10,8,North Country Region, 41-1011, First-Line Supervisors of Retail Sales Workers,1400,45090,41570,29690,52800
10,8,North Country Region, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,170,65540,59430,38050,79280
10,8,North Country Region, 41-2011, Cashiers,4320,24990,24210,23330,25820
10,8,North Country Region, 41-2021, Counter and Rental Clerks,290,30300,27990,23660,33620
10,8,North Country Region, 41-2022, Parts Salespersons,460,33020,30670,24270,37390
10,8,North Country Region, 41-2031,Retail Salespersons,5580,29970,25690,23640,33140
10,8,North Country Region, 41-3011, Advertising Sales Agents,150,40740,34910,24560,48840
10,8,North Country Region, 41-3021, Insurance Sales Agents,260,48390,40650,31610,56780
10,8,North Country Region, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",100,67790,61480,49500,76930
10,8,North Country Region, 41-3041, Travel Agents,30,31100,27200,24010,34640
10,8,North Country Region, 41-3099," Sales Representatives, Services, All Other",370,58000,52500,33470,70260
10,8,North Country Region, 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",70,72490,72270,43980,86750
10,8,North Country Region, 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",800,60320,51660,33240,73860
10,8,North Country Region, 41-9021, Real Estate Brokers,n/a,48530,57040,25880,59860
10,8,North Country Region, 41-9022, Real Estate Sales Agents,40,58940,45370,34380,71220
10,8,North Country Region, 41-9099," Sales and Related Workers, All Other",n/a,41010,31680,24090,49470
10,8,North Country Region, 43-0000,Office and Administrative Support Occupations,21840,37290,34650,25420,43230
10,8,North Country Region, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,1410,56710,53650,38810,65670
10,8,North Country Region, 43-2011,"Switchboard Operators, Including Answering Service",50,29450,26200,24080,32140
10,8,North Country Region, 43-3011, Bill and Account Collectors,80,36680,36440,29380,40330
10,8,North Country Region, 43-3021, Billing and Posting Clerks,370,36990,36130,28250,41360
10,8,North Country Region, 43-3031," Bookkeeping, Accounting, and Auditing Clerks",1960,39700,38790,28530,45280
10,8,North Country Region, 43-3051, Payroll and Timekeeping Clerks,130,47470,47220,35730,53340
10,8,North Country Region, 43-3061, Procurement Clerks,100,44310,44480,37690,47610
10,8,North Country Region, 43-3071, Tellers,770,29880,29470,25360,32130
10,8,North Country Region, 43-3099," Financial Clerks, All Other",20,45220,44230,34340,50660
10,8,North Country Region, 43-4031," Court, Municipal, and License Clerks",230,42310,39830,30440,48240
10,8,North Country Region, 43-4051, Customer Service Representatives,1990,30850,28170,23880,34340
10,8,North Country Region, 43-4061," Eligibility Interviewers, Government Programs",290,49260,49030,40640,53580
10,8,North Country Region, 43-4071, File Clerks,60,32680,33290,23640,37200
10,8,North Country Region, 43-4081," Hotel, Motel, and Resort Desk Clerks",280,28520,26120,24160,30700
10,8,North Country Region, 43-4111," Interviewers, Except Eligibility and Loan",270,36920,36640,28450,41150
10,8,North Country Region, 43-4121," Library Assistants, Clerical",210,32360,29130,23570,36750
10,8,North Country Region, 43-4131, Loan Interviewers and Clerks,70,36140,33630,29030,39690
10,8,North Country Region, 43-4151, Order Clerks,60,33390,32810,24400,37880
10,8,North Country Region, 43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",170,42800,42260,32220,48080
10,8,North Country Region, 43-4171, Receptionists and Information Clerks,1350,31680,30300,25390,34830
10,8,North Country Region, 43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,n/a,28710,29010,25830,30150
10,8,North Country Region, 43-4199," Information and Record Clerks, All Other",120,44790,46450,35410,49480
10,8,North Country Region, 43-5011, Cargo and Freight Agents,230,40360,39030,30540,45260
10,8,North Country Region, 43-5021, Couriers and Messengers,100,30850,30030,23610,34470
10,8,North Country Region, 43-5031," Police, Fire, and Ambulance Dispatchers",140,42940,41860,34780,47020
10,8,North Country Region, 43-5032," Dispatchers, Except Police, Fire, and Ambulance",130,41650,40910,30030,47460
10,8,North Country Region, 43-5041," Meter Readers, Utilities",20,48960,50260,26890,60000
10,8,North Country Region, 43-5051, Postal Service Clerks,260,49070,46770,37260,54970
10,8,North Country Region, 43-5052, Postal Service Mail Carriers,490,51330,47650,37730,58130
10,8,North Country Region, 43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",n/a,52730,60200,37380,60400
10,8,North Country Region, 43-5061," Production, Planning, and Expediting Clerks",460,44120,40450,31140,50610
10,8,North Country Region, 43-5071," Shipping, Receiving, and Traffic Clerks",400,37540,37270,27130,42740
10,8,North Country Region, 43-5081, Stock Clerks and Order Fillers,2410,27090,24690,23530,28870
10,8,North Country Region, 43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",n/a,39340,38200,28660,44690
10,8,North Country Region, 43-6011,Executive Secretaries and Executive Administrative Assistants,440,54860,53360,36430,64080
10,8,North Country Region, 43-6012, Legal Secretaries,100,47660,44030,34090,54440
10,8,North Country Region, 43-6013, Medical Secretaries,80,40910,35390,30000,46370
10,8,North Country Region, 43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2610,37890,36840,26800,43440
10,8,North Country Region, 43-9011, Computer Operators,20,43520,43760,35310,47630
10,8,North Country Region, 43-9021, Data Entry Keyers,160,35570,34740,26770,39970
10,8,North Country Region, 43-9022, Word Processors and Typists,530,37830,36940,29190,42150
10,8,North Country Region, 43-9041, Insurance Claims and Policy Processing Clerks,n/a,38770,38030,29050,43630
10,8,North Country Region, 43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",130,34140,32980,24660,38880
10,8,North Country Region, 43-9061," Office Clerks, General",2770,33160,31750,24350,37560
10,8,North Country Region, 43-9071," Office Machine Operators, Except Computer",30,32850,29650,24120,37220
10,8,North Country Region, 43-9199,"Office and Administrative Support Workers, All Other",n/a,43960,44170,30330,50780
10,8,North Country Region, 45-0000,"Farming, Fishing, and Forestry Occupations",310,39950,37300,26340,46760
10,8,North Country Region, 45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",20,65770,68300,52620,72340
10,8,North Country Region, 45-2011, Agricultural Inspectors,n/a,63050,66440,49140,70000
10,8,North Country Region, 45-2091, Agricultural Equipment Operators,20,34970,36540,25120,39890
10,8,North Country Region, 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",50,27440,26760,23890,29220
10,8,North Country Region, 45-4022, Logging Equipment Operators,n/a,42380,40190,33460,46840
10,8,North Country Region, 47-0000,Construction and Extraction Occupations,6950,50510,45630,33500,59020
10,8,North Country Region, 47-1011,Supervisors of Construction and Extraction Workers,660,68420,64400,46430,79410
10,8,North Country Region, 47-2021, Brickmasons and Blockmasons,n/a,49090,49550,41270,53000
10,8,North Country Region, 47-2031, Carpenters,1240,47960,43520,34440,54720
10,8,North Country Region, 47-2041, Carpet Installers,n/a,36450,42380,23088,43670
10,8,North Country Region, 47-2042," Floor Layers, Except Carpet, Wood, and Hard Tiles",20,58930,47510,36920,69940
10,8,North Country Region, 47-2044, Tile and Marble Setters,n/a,48880,46420,41390,52630
10,8,North Country Region, 47-2061, Construction Laborers,1130,43870,40750,28780,51420
10,8,North Country Region, 47-2071,"Paving, Surfacing, and Tamping Equipment Operators",n/a,40260,38820,32160,44320
10,8,North Country Region, 47-2073,Operating Engineers and Other Construction Equipment Operators,470,56810,50020,39310,65560
10,8,North Country Region, 47-2111, Electricians,890,56250,54810,40520,64120
10,8,North Country Region, 47-2121, Glaziers,n/a,38630,38070,36020,39940
10,8,North Country Region, 47-2131," Insulation Workers, Floor, Ceiling, and Wall",40,39120,38650,33830,41770
10,8,North Country Region, 47-2141," Painters, Construction and Maintenance",90,39980,38740,32330,43810
10,8,North Country Region, 47-2151, Pipelayers,20,47640,45390,28870,57020
10,8,North Country Region, 47-2152," Plumbers, Pipefitters, and Steamfitters",320,63900,63190,42000,74850
10,8,North Country Region, 47-2181, Roofers,80,40450,38080,30110,45610
10,8,North Country Region, 47-2211, Sheet Metal Workers,n/a,84200,63510,35620,108490
10,8,North Country Region, 47-2221, Structural Iron and Steel Workers,n/a,97430,107240,69560,111360
10,8,North Country Region, 47-4011, Construction and Building Inspectors,140,52300,52130,40860,58030
10,8,North Country Region, 47-4051, Highway Maintenance Workers,1170,41800,41560,34910,45250
10,8,North Country Region, 47-4071, Septic Tank Servicers and Sewer Pipe Cleaners,n/a,34460,33900,29320,37020
10,8,North Country Region, 47-4090,Miscellaneous Construction and Related Workers,30,45710,45870,36520,50300
10,8,North Country Region, 47-5021," Earth Drillers, Except Oil and Gas",20,58640,45890,35860,70030
10,8,North Country Region, 49-0000,"Installation, Maintenance, and Repair Occupations",6920,47000,44130,30400,55300
10,8,North Country Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",640,67440,65000,47490,77420
10,8,North Country Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",70,48270,42520,31160,56820
10,8,North Country Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",190,48890,46050,31630,57520
10,8,North Country Region, 49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",50,86320,90290,68620,95170
10,8,North Country Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,20,47800,50740,32450,55480
10,8,North Country Region, 49-2098, Security and Fire Alarm Systems Installers,n/a,47840,42000,34030,54750
10,8,North Country Region, 49-3021, Automotive Body and Related Repairers,150,37730,36270,26680,43260
10,8,North Country Region, 49-3023, Automotive Service Technicians and Mechanics,890,36060,33960,25670,41250
10,8,North Country Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,390,40980,38070,28500,47220
10,8,North Country Region, 49-3041, Farm Equipment Mechanics and Service Technicians,60,38130,37860,25070,44660
10,8,North Country Region, 49-3042," Mobile Heavy Equipment Mechanics, Except Engines",120,49070,49050,40120,53540
10,8,North Country Region, 49-3051, Motorboat Mechanics and Service Technicians,130,43200,40200,31500,49040
10,8,North Country Region, 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,n/a,37580,35450,29730,41500
10,8,North Country Region, 49-3093, Tire Repairers and Changers,40,40120,32270,26080,47140
10,8,North Country Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",70,68390,72170,38610,83270
10,8,North Country Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",320,48450,46250,34820,55260
10,8,North Country Region, 49-9031, Home Appliance Repairers,20,37270,32930,28180,41820
10,8,North Country Region, 49-9041, Industrial Machinery Mechanics,400,47050,46140,35840,52660
10,8,North Country Region, 49-9043," Maintenance Workers, Machinery",140,51100,52470,41030,56140
10,8,North Country Region, 49-9044, Millwrights,40,63840,59550,48190,71660
10,8,North Country Region, 49-9051, Electrical Power-Line Installers and Repairers,n/a,70560,70960,50280,80700
10,8,North Country Region, 49-9052, Telecommunications Line Installers and Repairers,160,51370,47030,38300,57910
10,8,North Country Region, 49-9063, Musical Instrument Repairers and Tuners,n/a,29990,29870,29330,30310
10,8,North Country Region, 49-9071," Maintenance and Repair Workers, General",1970,40730,40000,29220,46490
10,8,North Country Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",90,39440,37800,27160,45580
10,8,North Country Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",80,46610,49240,33930,52950
10,8,North Country Region, 51-0000,Production Occupations,7490,40600,37620,26360,47730
10,8,North Country Region, 51-1011,First-Line Supervisors of Production and Operating Workers,680,62940,60300,39790,74510
10,8,North Country Region, 51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",160,35470,31520,28710,38850
10,8,North Country Region, 51-2041, Structural Metal Fabricators and Fitters,30,54660,48520,34510,64730
